x,y
128.6393524,35.8791504
128.6389369,35.8790478
128.638554,35.8788812
128.6382184,35.8786571
128.637943,35.8783839
128.6377383,35.8780723
128.6376123,35.8777341
128.6375698,35.8773825
128.6376123,35.8770308
128.6377384,35.8766927
128.637943,35.8763811
128.6382185,35.8761079
128.6385541,35.8758838
128.638937,35.8757172
128.6393525,35.8756146
128.6397845,35.87558
128.6402166,35.8756146
128.6406321,35.8757172
128.641015,35.8758838
128.6413506,35.8761079
128.641626,35.8763811
128.6418307,35.8766927
128.6419567,35.8770308
128.6419993,35.8773825
128.6419567,35.8777341
128.6418307,35.8780723
128.6416261,35.8783839
128.6413506,35.878657
128.5780541,35.8886959
128.5777185,35.88892
128.5773355,35.8890866
128.57692,35.8891892
128.5764878,35.8892238
128.5760557,35.8891892
128.5756401,35.8890866
128.5752572,35.88892
128.5749215,35.8886959
128.5746461,35.8884227
128.5744414,35.8881111
128.5743153,35.8877729
128.5742728,35.8874213
128.5743154,35.8870696
128.5744414,35.8867315
128.5746461,35.8864199
128.5749216,35.8861467
128.5752572,35.8859226
128.5756402,35.885756
128.5760557,35.8856534
128.5764878,35.8856188
128.5769199,35.8856534
128.5773355,35.885756
128.5777184,35.8859226
128.5780541,35.8861467
128.5783295,35.8864199
128.5785342,35.8867315
128.5786603,35.8870696
128.5787029,35.8874213
128.5786603,35.8877729
128.5785343,35.8881111
128.5783296,35.8884227
128.5780541,35.888695
128.5602284,35.872449
128.5598928,35.8726732
128.5595099,35.8728397
128.5590944,35.8729423
128.5586624,35.872977
128.5582303,35.8729423
128.5578149,35.8728397
128.557432,35.8726732
128.5570964,35.872449
128.556821,35.8721759
128.5566163,35.8718642
128.5564903,35.8715261
128.5564478,35.8711744
128.5564903,35.8708228
128.5566164,35.8704846
128.556821,35.870173
128.5570964,35.8698999
128.557432,35.8696757
128.5578149,35.8695091
128.5582303,35.8694066
128.5586624,35.8693719
128.5590944,35.8694066
128.5595098,35.8695091
128.5598927,35.8696757
128.5602283,35.8698999
128.5605037,35.870173
128.5607084,35.8704846
128.5608344,35.8708228
128.560877,35.8711744
128.5608344,35.8715261
128.5607084,35.8718642
128.5605038,35.8721759
128.5602284,35.87244
128.5946425,35.8791469
128.5943069,35.879371
128.593924,35.8795376
128.5935085,35.8796402
128.5930764,35.8796748
128.5926443,35.8796402
128.5922288,35.8795376
128.5918459,35.879371
128.5915103,35.8791469
128.5912349,35.8788737
128.5910302,35.8785621
128.5909042,35.878224
128.5908616,35.8778723
128.5909042,35.8775207
128.5910303,35.8771825
128.5912349,35.8768709
128.5915104,35.8765978
128.591846,35.8763736
128.5922289,35.876207
128.5926443,35.8761045
128.5930764,35.8760698
128.5935085,35.8761045
128.593924,35.876207
128.5943069,35.8763736
128.5946425,35.8765978
128.5949179,35.8768709
128.5951226,35.8771825
128.5952486,35.8775207
128.5952912,35.8778723
128.5952487,35.878224
128.5951226,35.8785621
128.594918,35.8788737
128.5946425,35.879146
128.6003237,35.887308
128.599988,35.8875322
128.5996051,35.8876988
128.5991896,35.8878013
128.5987574,35.887836
128.5983253,35.8878013
128.5979098,35.8876988
128.5975268,35.8875322
128.5971912,35.887308
128.5969157,35.8870349
128.596711,35.8867232
128.596585,35.8863851
128.5965424,35.8860335
128.596585,35.8856818
128.596711,35.8853437
128.5969157,35.885032
128.5971912,35.8847589
128.5975269,35.8845347
128.5979098,35.8843682
128.5983253,35.8842656
128.5987574,35.884231
128.5991895,35.8842656
128.5996051,35.8843682
128.599988,35.8845347
128.6003236,35.8847589
128.6005991,35.885032
128.6008038,35.8853437
128.6009299,35.8856818
128.6009724,35.8860335
128.6009299,35.8863851
128.6008038,35.8867232
128.6005992,35.8870349
128.6003237,35.8873
128.5605128,35.9469723
128.5601769,35.9471964
128.5597936,35.947363
128.5593778,35.9474656
128.5589453,35.9475002
128.5585129,35.9474656
128.558097,35.947363
128.5577138,35.9471964
128.5573779,35.9469723
128.5571022,35.9466991
128.5568974,35.9463875
128.5567712,35.9460494
128.5567287,35.9456977
128.5567713,35.9453461
128.5568974,35.9450079
128.5571023,35.9446963
128.5573779,35.9444232
128.5577138,35.944199
128.5580971,35.9440325
128.5585129,35.9439299
128.5589453,35.9438953
128.5593778,35.9439299
128.5597936,35.9440325
128.5601768,35.944199
128.5605127,35.9444232
128.5607884,35.9446963
128.5609932,35.9450079
128.5611194,35.9453461
128.561162,35.9456977
128.5611194,35.9460494
128.5609933,35.9463875
128.5607884,35.9466991
128.5605128,35.946972
128.5501919,35.9155829
128.5498561,35.9158071
128.549473,35.9159737
128.5490573,35.9160762
128.548625,35.9161109
128.5481928,35.9160762
128.5477771,35.9159737
128.547394,35.9158071
128.5470582,35.9155829
128.5467827,35.9153098
128.5465779,35.9149981
128.5464518,35.91466
128.5464092,35.9143083
128.5464518,35.9139567
128.5465779,35.9136186
128.5467827,35.9133069
128.5470583,35.9130338
128.547394,35.9128096
128.5477771,35.9126431
128.5481928,35.9125405
128.548625,35.9125059
128.5490573,35.9125405
128.549473,35.9126431
128.549856,35.9128096
128.5501918,35.9130338
128.5504674,35.9133069
128.5506721,35.9136186
128.5507982,35.9139567
128.5508408,35.9143083
128.5507983,35.91466
128.5506722,35.9149981
128.5504674,35.9153098
128.5501919,35.915582
128.5493197,35.9342252
128.5489838,35.9344494
128.5486007,35.934616
128.5481849,35.9347185
128.5477525,35.9347532
128.5473201,35.9347185
128.5469043,35.934616
128.5465212,35.9344494
128.5461853,35.9342252
128.5459097,35.9339521
128.5457049,35.9336404
128.5455788,35.9333023
128.5455362,35.9329507
128.5455788,35.932599
128.5457049,35.9322609
128.5459097,35.9319492
128.5461854,35.9316761
128.5465212,35.931452
128.5469044,35.9312854
128.5473201,35.9311828
128.5477525,35.9311482
128.5481849,35.9311828
128.5486006,35.9312854
128.5489838,35.931452
128.5493196,35.9316761
128.5495953,35.9319492
128.5498001,35.9322609
128.5499262,35.932599
128.5499688,35.9329507
128.5499262,35.9333023
128.5498001,35.9336404
128.5495953,35.9339521
128.5493197,35.934225
128.5636867,35.9334193
128.5633508,35.9336434
128.5629677,35.93381
128.5625519,35.9339126
128.5621195,35.9339472
128.5616871,35.9339126
128.5612713,35.93381
128.5608882,35.9336434
128.5605523,35.9334193
128.5602767,35.9331461
128.5600719,35.9328345
128.5599458,35.9324963
128.5599032,35.9321447
128.5599458,35.931793
128.5600719,35.9314549
128.5602767,35.9311433
128.5605524,35.9308701
128.5608882,35.930646
128.5612714,35.9304794
128.5616871,35.9303769
128.5621195,35.9303422
128.5625519,35.9303769
128.5629676,35.9304794
128.5633508,35.930646
128.5636866,35.9308701
128.5639623,35.9311433
128.5641671,35.9314549
128.5642932,35.931793
128.5643358,35.9321447
128.5642932,35.9324963
128.5641671,35.9328345
128.5639623,35.9331461
128.5636867,35.933419
128.632091,35.860532
128.6317555,35.8607561
128.6313727,35.8609227
128.6309573,35.8610253
128.6305253,35.8610599
128.6300933,35.8610253
128.6296779,35.8609227
128.6292951,35.8607561
128.6289596,35.860532
128.6286842,35.8602588
128.6284796,35.8599472
128.6283536,35.859609
128.628311,35.8592574
128.6283536,35.8589057
128.6284796,35.8585676
128.6286842,35.858256
128.6289596,35.8579828
128.6292951,35.8577587
128.629678,35.8575921
128.6300933,35.8574895
128.6305253,35.8574549
128.6309573,35.8574895
128.6313726,35.8575921
128.6317554,35.8577587
128.632091,35.8579828
128.6323664,35.858256
128.632571,35.8585676
128.632697,35.8589057
128.6327396,35.8592574
128.632697,35.859609
128.632571,35.8599472
128.6323664,35.8602588
128.632091,35.86053
128.5317233,35.8449401
128.5313879,35.8451642
128.5310051,35.8453308
128.5305898,35.8454334
128.5301579,35.845468
128.529726,35.8454334
128.5293107,35.8453308
128.5289279,35.8451642
128.5285925,35.8449401
128.5283172,35.8446669
128.5281126,35.8443553
128.5279866,35.8440171
128.5279441,35.8436655
128.5279866,35.8433138
128.5281126,35.8429757
128.5283172,35.8426641
128.5285925,35.8423909
128.528928,35.8421668
128.5293107,35.8420002
128.529726,35.8418976
128.5301579,35.841863
128.5305898,35.8418976
128.5310051,35.8420002
128.5313878,35.8421668
128.5317233,35.8423909
128.5319986,35.8426641
128.5322032,35.8429757
128.5323292,35.8433138
128.5323717,35.8436655
128.5323292,35.8440171
128.5322032,35.8443553
128.5319987,35.8446669
128.5317233,35.84494
128.5923468,35.8943003
128.5920111,35.8945245
128.5916281,35.894691
128.5912126,35.8947936
128.5907804,35.8948282
128.5903482,35.8947936
128.5899326,35.894691
128.5895497,35.8945245
128.589214,35.8943003
128.5889385,35.8940271
128.5887338,35.8937155
128.5886077,35.8933774
128.5885652,35.8930257
128.5886078,35.8926741
128.5887338,35.8923359
128.5889385,35.8920243
128.589214,35.8917512
128.5895497,35.891527
128.5899327,35.8913604
128.5903482,35.8912579
128.5907804,35.8912232
128.5912125,35.8912579
128.5916281,35.8913604
128.5920111,35.891527
128.5923467,35.8917512
128.5926222,35.8920243
128.5928269,35.8923359
128.592953,35.8926741
128.5929956,35.8930257
128.592953,35.8933774
128.592827,35.8937155
128.5926223,35.8940271
128.5923468,35.8943
128.6240178,35.8478848
128.6236823,35.848109
128.6232996,35.8482756
128.6228843,35.8483781
128.6224523,35.8484128
128.6220204,35.8483781
128.6216051,35.8482756
128.6212223,35.848109
128.6208868,35.8478848
128.6206115,35.8476117
128.6204069,35.8473
128.620281,35.8469619
128.6202384,35.8466102
128.620281,35.8462586
128.620407,35.8459204
128.6206116,35.8456088
128.6208869,35.8453357
128.6212224,35.8451115
128.6216051,35.8449449
128.6220204,35.8448424
128.6224523,35.8448077
128.6228842,35.8448424
128.6232995,35.8449449
128.6236823,35.8451115
128.6240178,35.8453357
128.6242931,35.8456088
128.6244977,35.8459204
128.6246237,35.8462586
128.6246662,35.8466102
128.6246237,35.8469619
128.6244977,35.8473
128.6242932,35.8476117
128.6240178,35.847884
128.6297896,35.8404897
128.6294542,35.8407139
128.6290714,35.8408805
128.6286562,35.840983
128.6282243,35.8410177
128.6277924,35.840983
128.6273771,35.8408805
128.6269944,35.8407139
128.6266589,35.8404897
128.6263836,35.8402166
128.6261791,35.8399049
128.6260531,35.8395668
128.6260106,35.8392151
128.6260531,35.8388635
128.6261791,35.8385253
128.6263837,35.8382137
128.626659,35.8379406
128.6269944,35.8377164
128.6273772,35.8375498
128.6277924,35.8374473
128.6282243,35.8374126
128.6286561,35.8374473
128.6290714,35.8375498
128.6294541,35.8377164
128.6297896,35.8379406
128.6300649,35.8382137
128.6302695,35.8385253
128.6303954,35.8388635
128.630438,35.8392151
128.6303955,35.8395668
128.6302695,35.8399049
128.6300649,35.8402166
128.6297896,35.840489
128.6235723,35.84138
128.6232368,35.8416042
128.6228541,35.8417707
128.6224388,35.8418733
128.6220069,35.8419079
128.621575,35.8418733
128.6211597,35.8417707
128.620777,35.8416042
128.6204415,35.84138
128.6201662,35.8411068
128.6199617,35.8407952
128.6198357,35.8404571
128.6197932,35.8401054
128.6198357,35.8397538
128.6199617,35.8394156
128.6201663,35.839104
128.6204416,35.8388308
128.6207771,35.8386067
128.6211598,35.8384401
128.621575,35.8383375
128.6220069,35.8383029
128.6224388,35.8383375
128.6228541,35.8384401
128.6232368,35.8386067
128.6235722,35.8388308
128.6238475,35.839104
128.6240521,35.8394156
128.6241781,35.8397538
128.6242206,35.8401054
128.6241781,35.8404571
128.6240521,35.8407952
128.6238476,35.8411068
128.6235723,35.8413
128.6140893,35.8426686
128.6137538,35.8428928
128.6133711,35.8430593
128.6129558,35.8431619
128.6125239,35.8431966
128.612092,35.8431619
128.6116767,35.8430593
128.6112939,35.8428928
128.6109585,35.8426686
128.6106832,35.8423954
128.6104786,35.8420838
128.6103526,35.8417457
128.6103101,35.841394
128.6103527,35.8410424
128.6104786,35.8407042
128.6106832,35.8403926
128.6109585,35.8401195
128.611294,35.8398953
128.6116767,35.8397287
128.612092,35.8396262
128.6125239,35.8395915
128.6129557,35.8396262
128.613371,35.8397287
128.6137537,35.8398953
128.6140892,35.8401195
128.6143645,35.8403926
128.6145691,35.8407042
128.6146951,35.8410424
128.6147376,35.841394
128.6146951,35.8417457
128.6145691,35.8420838
128.6143646,35.8423954
128.6140893,35.842668
128.6201317,35.8608832
128.6197961,35.8611074
128.6194133,35.8612739
128.6189979,35.8613765
128.6185659,35.8614111
128.6181339,35.8613765
128.6177186,35.8612739
128.6173357,35.8611074
128.6170002,35.8608832
128.6167248,35.86061
128.6165202,35.8602984
128.6163942,35.8599603
128.6163517,35.8596086
128.6163942,35.859257
128.6165202,35.8589188
128.6167249,35.8586072
128.6170002,35.8583341
128.6173358,35.8581099
128.6177186,35.8579433
128.618134,35.8578408
128.6185659,35.8578061
128.6189979,35.8578408
128.6194133,35.8579433
128.6197961,35.8581099
128.6201316,35.8583341
128.620407,35.8586072
128.6206116,35.8589188
128.6207376,35.859257
128.6207802,35.8596086
128.6207377,35.8599603
128.6206117,35.8602984
128.6204071,35.86061
128.6201317,35.860883
128.5544233,35.8395192
128.5540878,35.8397433
128.5537051,35.8399099
128.5532898,35.8400125
128.5528579,35.8400471
128.5524261,35.8400125
128.5520108,35.8399099
128.5516281,35.8397433
128.5512926,35.8395192
128.5510173,35.839246
128.5508128,35.8389344
128.5506868,35.8385962
128.5506443,35.8382446
128.5506868,35.8378929
128.5508128,35.8375548
128.5510174,35.8372432
128.5512927,35.83697
128.5516281,35.8367459
128.5520108,35.8365793
128.5524261,35.8364767
128.5528579,35.8364421
128.5532898,35.8364767
128.5537051,35.8365793
128.5540878,35.8367459
128.5544232,35.83697
128.5546985,35.8372432
128.5549031,35.8375548
128.5550291,35.8378929
128.5550716,35.8382446
128.5550291,35.8385962
128.5549031,35.8389344
128.5546986,35.839246
128.5544233,35.839519
128.5499706,35.8384576
128.5496352,35.8386817
128.5492524,35.8388483
128.5488372,35.8389509
128.5484053,35.8389855
128.5479734,35.8389509
128.5475582,35.8388483
128.5471754,35.8386817
128.54684,35.8384576
128.5465647,35.8381844
128.5463601,35.8378728
128.5462342,35.8375346
128.5461917,35.837183
128.5462342,35.8368313
128.5463602,35.8364932
128.5465647,35.8361816
128.54684,35.8359084
128.5471755,35.8356843
128.5475582,35.8355177
128.5479735,35.8354151
128.5484053,35.8353805
128.5488372,35.8354151
128.5492524,35.8355177
128.5496351,35.8356843
128.5499706,35.8359084
128.5502459,35.8361816
128.5504504,35.8364932
128.5505764,35.8368313
128.5506189,35.837183
128.5505764,35.8375346
128.5504505,35.8378728
128.5502459,35.8381844
128.5499706,35.838457
128.5469773,35.834446
128.5466418,35.8346701
128.5462591,35.8348367
128.5458439,35.8349393
128.545412,35.8349739
128.5449802,35.8349393
128.5445649,35.8348367
128.5441822,35.8346701
128.5438468,35.834446
128.5435715,35.8341728
128.543367,35.8338612
128.543241,35.833523
128.5431985,35.8331714
128.543241,35.8328197
128.543367,35.8324816
128.5435716,35.83217
128.5438468,35.8318968
128.5441823,35.8316727
128.544565,35.8315061
128.5449802,35.8314035
128.545412,35.8313689
128.5458439,35.8314035
128.5462591,35.8315061
128.5466418,35.8316727
128.5469772,35.8318968
128.5472525,35.83217
128.547457,35.8324816
128.547583,35.8328197
128.5476256,35.8331714
128.547583,35.833523
128.5474571,35.8338612
128.5472525,35.8341728
128.5469773,35.83444
128.5180268,35.8522351
